,batch_size,lr,epochs,activation_fn,optimizer,losses_arr,test_loss,test_accuracy,model,train_loss,valid_loss,valid_accuracy
11,256,0.001,20,LeakyReLU(negative_slope=0.01),AdamW,"[(2.064051618556534, 1.8013833011118936, 35.45367717287488), (1.7033892007088758, 1.512929658652946, 47.029608404966574), (1.4715197924409686, 1.337355737654277, 53.69627507163324), (1.3040094498104808, 1.188066529111853, 59.885386819484246), (1.1775186709134673, 1.1164019920081327, 61.43266475644699), (1.0690282938945506, 1.0087019907938604, 66.6857688634193), (0.9821572630987648, 0.9087439978247955, 70.23877745940783), (0.887369149950972, 0.853317656933749, 71.25119388729703), (0.8112991562416576, 0.7730513202996058, 74.28844317096465), (0.7274824960495245, 0.7050840476408615, 76.46609360076408), (0.6472713532194109, 0.6519137625821796, 79.04489016236867), (0.5940943579751831, 0.6044214991125018, 81.29894937917861), (0.504736777277305, 0.5726759206371982, 82.46418338108883), (0.44575164221969177, 0.5110557231429427, 84.5272206303725), (0.3953364681189252, 0.5247387015944793, 84.5272206303725), (0.3540022075322608, 0.4939837509604329, 86.57115568290354), (0.29499070052398013, 0.4657485489858939, 86.85768863419293), (0.2649494261801812, 0.47984788689936697, 87.25883476599809), (0.23298523120307663, 0.48185613294271706, 87.58357211079274), (0.16131888163976096, 0.4250949576340523, 89.66571155682902)]",0.41290138263017817,90.64528445971744,model_23,0.16131888163976096,0.4250949576340523,89.66571155682902
12,128,0.0025,20,LeakyReLU(negative_slope=0.01),Adam,"[(1.9757918426479844, 1.6834476480055902, 40.9360076408787), (1.5088731903138624, 1.3357248119319636, 53.046800382043934), (1.2895820422192061, 1.152887549008658, 60.61127029608405), (1.1465014203801487, 1.0291759891860692, 63.801337153772685), (1.0427297226501193, 0.9680177835475408, 66.53295128939828), (0.9604384871231745, 0.9215071249258666, 68.08022922636103), (0.8752525828447381, 0.8051890104980615, 72.47373447946514), (0.7978667471939025, 0.7438497203924367, 74.42215854823304), (0.7382241586513442, 0.741194834545212, 74.7468958930277), (0.67667456359525, 0.680169914479242, 77.17287488061127), (0.6261908955105655, 0.6812701908542411, 77.8414517669532), (0.5767968484909766, 0.5965027821439727, 80.63037249283667), (0.5309457061820921, 0.5238783332657108, 83.68672397325693), (0.4782242825932262, 0.5363985084815603, 83.22827125119389), (0.45258803869171976, 0.5167182013549003, 84.25978987583572), (0.4062495166689442, 0.48535636871796967, 85.63514804202484), (0.37132731563397675, 0.48573438909470523, 85.88347659980899), (0.34431014464870807, 0.5260728626333199, 85.5396370582617), (0.24135862657309878, 0.4236379313947137, 89.14995224450813), (0.18763200661495308, 0.4139144634221322, 89.53199617956065)]",0.4108809610958908,90.18709431080565,model_14,0.18763200661495308,0.4139144634221322,89.53199617956065
13,128,0.001,20,LeakyReLU(negative_slope=0.01),AdamW,"[(1.9514578743423316, 1.6318793270171201, 43.41929321872015), (1.4978600327152185, 1.307391728963187, 55.49188156638013), (1.2697584024262787, 1.1431840630292665, 60.286532951289395), (1.1142260260991803, 1.0074307707455916, 65.9789875835721), (1.0158969127269917, 0.9077589427502586, 69.14995224450811), (0.9169858603620594, 0.8671593846996967, 70.08595988538681), (0.8452559074828602, 0.7945623379154442, 73.00859598853869), (0.7436676004346038, 0.7070895031621144, 75.83572110792741), (0.675076215894941, 0.6278893605116559, 79.04489016236867), (0.6046369968397393, 0.6122270291377617, 79.92359121298949), (0.5225423315830152, 0.5342388122562237, 82.99904489016237), (0.4550683388752306, 0.481740967705917, 84.89016236867239), (0.3998009359364945, 0.4907138071121664, 85.44412607449857), (0.35484350948672017, 0.4845243129142717, 86.41833810888252), (0.23842008773008766, 0.4006667612218356, 89.41738299904489), (0.191801821800485, 0.41574815405246296, 89.01623686723973), (0.1621537290295995, 0.3937605243243825, 90.85004775549189), (0.14693019559568793, 0.42027828486737684, 90.0668576886342), (0.1363952685032665, 0.41518812032688657, 90.46800382043935), (0.09598710307564287, 0.37855004806573206, 91.9388729703916)]",0.4188285197133825,89.95799923634975,model_17,0.09598710307564287,0.37855004806573206,91.9388729703916
14,256,0.001,20,GELU(approximate='none'),Adam,"[(1.9836163056075655, 1.7684908973225664, 39.08309455587393), (1.6380399595861708, 1.4954456703027545, 48.67239732569246), (1.418151219252187, 1.282296786198985, 56.29417382999045), (1.2492703887905625, 1.1598475586719021, 60.286532951289395), (1.1299178738028095, 1.0554466965319207, 64.85195797516714), (1.0269557092882602, 0.9624729804459821, 67.39255014326648), (0.922260656125874, 0.8723746785347873, 70.7163323782235), (0.8179127959697666, 0.7893823003245174, 73.92550143266476), (0.7379649262441295, 0.6935213299512636, 77.80324737344795), (0.6266765528128547, 0.6311647580539828, 79.5033428844317), (0.5484554603057539, 0.5754451989956777, 81.92932187201528), (0.4618802262539753, 0.5520036774127964, 83.20916905444126), (0.3987796670108993, 0.47447691488061045, 85.95988538681948), (0.3296555247947594, 0.464469800426944, 86.93409742120343), (0.2745202427720308, 0.4423037263531853, 87.81279847182427), (0.23929598550191516, 0.42711123374380605, 88.32855778414518), (0.2172397389060641, 0.4180733930927976, 89.14995224450813), (0.18303064352249546, 0.4135883023483819, 89.62750716332378), (0.16388869799012865, 0.41718797666067836, 89.74212034383953), (0.13430696876361295, 0.427978130375189, 89.9904489016237)]",0.42579709330830423,89.91981672394044,model_10,0.13430696876361295,0.427978130375189,89.9904489016237
15,128,0.001,20,LeakyReLU(negative_slope=0.01),Adam,"[(1.9041022298183155, 1.662711354062573, 43.61031518624642), (1.4687671434082405, 1.2763889754057614, 56.77172874880612), (1.2549522985312656, 1.2098233943226913, 58.10888252148997), (1.1166838043220697, 1.006227018099915, 65.57784145176694), (1.012437485919968, 0.9060839907943121, 69.53199617956065), (0.9214694625976791, 0.8988611519849061, 69.91404011461319), (0.8295715191842427, 0.8965690533547825, 69.2836676217765), (0.7433372414030776, 0.7404005355343094, 75.24355300859598), (0.6652920130265199, 0.6512475778630721, 78.43361986628462), (0.5857542225543669, 0.599621473592924, 80.47755491881567), (0.5193888032241213, 0.5652270955706964, 81.98662846227316), (0.4337693161219562, 0.5277968450170989, 83.91595033428845), (0.39546515181152425, 0.5203851294437817, 84.46991404011462), (0.3443213211034525, 0.5035808092543593, 85.65425023877746), (0.28844278612452345, 0.4734827041284403, 87.3352435530086), (0.24639380991702842, 0.4687288044516883, 88.04202483285579), (0.22921501479483886, 0.47147205267048153, 87.44985673352436), (0.2089358753543271, 0.46887063622019237, 87.88920725883477), (0.13529129171436513, 0.4390709514604257, 90.18147086914995), (0.09659144376860715, 0.44638897013470685, 90.65902578796562)]",0.49009832597589076,89.91981672394044,model_16,0.09659144376860715,0.44638897013470685,90.65902578796562
16,256,0.001,20,LeakyReLU(negative_slope=0.01),Adam,"[(2.092322280319131, 1.7966007266367974, 36.65711556829036), (1.647374379943858, 1.4903886833755653, 49.03533906399236), (1.4391819931800498, 1.3817971427893798, 53.29512893982808), (1.2907277160061659, 1.1974127648553057, 60.22922636103152), (1.1620015110325521, 1.0661829409649402, 64.01146131805157), (1.07786308583914, 1.0328863256184853, 65.2531041069723), (0.9882036899967376, 0.9504658069514955, 68.02292263610316), (0.9263530210941258, 0.8631591245233159, 70.73543457497613), (0.8444069681616467, 0.8373713579082216, 71.90066857688635), (0.7883102239625679, 0.7498348367476076, 75.24355300859598), (0.7182572475006603, 0.7183851385526466, 75.83572110792741), (0.6421411821754373, 0.6942107305485744, 77.78414517669532), (0.5833168614382308, 0.6037623426064834, 80.64947468958931), (0.5259322015032436, 0.5623790652499158, 82.10124164278892), (0.4562759540676257, 0.5322339035720061, 83.85864374403056), (0.41339613178417106, 0.5182190045130857, 84.85195797516715), (0.36945571337032446, 0.46126063296423714, 86.59025787965616), (0.3261839029424675, 0.5059772710403945, 85.13849092645654), (0.2947719617332313, 0.46803095101627035, 87.10601719197709), (0.20343183446629798, 0.4235342123105396, 88.69149952244508)]",0.40110155754573656,89.8434516991218,model_22,0.20343183446629798,0.4235342123105396,88.69149952244508
17,128,0.004,20,GELU(approximate='none'),Adam,"[(1.8163915007111158, 1.4374609062300485, 49.818529130850045), (1.3717645681896444, 1.2466155135756805, 56.848137535816626), (1.2007211542519833, 1.126577231330653, 60.74498567335244), (1.07284090884223, 0.9828369005589453, 66.74307545367716), (0.959981042619942, 0.9516610935743126, 68.08022922636103), (0.8651020125022201, 0.9328012230744677, 68.88252148997135), (0.8027504542937546, 0.7228411579200394, 75.6829035339064), (0.7029712025628083, 0.7118439760226347, 77.2683858643744), (0.6521100706065336, 0.6795738062749278, 79.08309455587393), (0.6003678976334784, 0.6259469554952587, 80.11461318051576), (0.56667220245442, 0.5840899508684845, 81.91021967526265), (0.5476200625223158, 0.5978975011944885, 81.62368672397325), (0.5028092504555988, 0.6198396066767666, 81.39446036294173), (0.36097056719973825, 0.4546485796300365, 87.0487106017192), (0.2672205461632831, 0.4251675788971392, 88.19484240687679), (0.24096660582788318, 0.4289259007746761, 88.65329512893982), (0.20748968954300978, 0.4127718796247284, 89.4937917860554), (0.18841268851194343, 0.425349856464774, 89.26456542502387), (0.18269115483482326, 0.42104682946273453, 90.14326647564471), (0.12467738841435431, 0.4179141137410941, 90.94555873925502)]",0.4175768783468925,89.46162657502865,model_0,0.12467738841435431,0.4179141137410941,90.94555873925502
18,256,0.0025,20,LeakyReLU(negative_slope=0.01),AdamW,"[(2.0246811528615702, 1.6907894987317644, 40.649474689589304), (1.521484828014816, 1.2991890844893432, 55.816618911174785), (1.2705890679457015, 1.1072351030087402, 62.196752626552055), (1.123541883862848, 1.0286884151420483, 65.08118433619866), (1.0019739212508416, 0.9688069279123286, 67.3352435530086), (0.9243528250164745, 0.86011260375594, 71.02196752626551), (0.8362986463966994, 0.7943789576504953, 73.63896848137536), (0.7566278023446565, 0.7061695848631654, 76.79083094555874), (0.68060123247144, 0.681750070183416, 77.15377268385865), (0.6153929112390152, 0.644539450597171, 78.8538681948424), (0.5542263446758421, 0.6147159483735632, 80.30563514804201), (0.4918420278033976, 0.5695663906214002, 82.1585482330468), (0.4364993162012035, 0.5110888378724897, 84.33619866284623), (0.38721982034459446, 0.5080705941008065, 84.3170964660936), (0.35009190182406125, 0.4772958997669056, 86.15090735434575), (0.31780576656329845, 0.4834214580434783, 86.81948424068769), (0.2718799726976054, 0.4677748437141848, 87.6981852913085), (0.28571750297552895, 0.47890609690658004, 86.9149952244508), (0.23754630413582348, 0.44895540348324414, 88.48137535816619), (0.21884785835772225, 0.4544806727821073, 88.6341929321872)]",0.41082092604140097,89.23253150057275,model_21,0.21884785835772225,0.4544806727821073,88.6341929321872
19,128,0.0025,20,LeakyReLU(negative_slope=0.01),AdamW,"[(1.9918141761548198, 1.845835684750802, 33.86819484240688), (1.5178392687468378, 1.327444606820173, 55.47277936962751), (1.26341243022786, 1.1683073777068538, 59.57975167144222), (1.121519723088159, 1.025692080722725, 64.64183381088824), (0.996995307483582, 0.8805889691755446, 70.2769818529131), (0.8927069494506347, 0.8609127168896774, 71.80515759312321), (0.8255636210786369, 0.7901000361274056, 73.40974212034384), (0.7413976086373218, 0.6881297017236835, 76.6189111747851), (0.6677802087405206, 0.6581073523706329, 77.89875835721108), (0.6013045022497399, 0.60632247750602, 80.5730659025788), (0.5420969478365181, 0.5970822638631892, 81.24164278892071), (0.48894235318224233, 0.527685599306593, 83.61031518624642), (0.44329490594128795, 0.49934519910197545, 84.33619866284623), (0.3979967631226835, 0.4562500064500537, 86.28462273161414), (0.35730952286460066, 0.4819876335297979, 86.07449856733524), (0.34569198636045884, 0.49193928552561983, 86.57115568290354), (0.23162084722746606, 0.4024379310999582, 89.66571155682902), (0.1799222566266665, 0.39886106850993897, 90.10506208213944), (0.16456531703553454, 0.4267577412419925, 89.76122254059217), (0.14812150626398857, 0.4149275219201358, 90.25787965616045)]",0.44070560104203343,89.1561664757541,model_15,0.14812150626398857,0.4149275219201358,90.25787965616045
20,256,0.004,20,LeakyReLU(negative_slope=0.01),Adam,"[(2.0557376826964164, 1.7955866413562778, 35.05253104106972), (1.7010398352975573, 1.4540810646960707, 48.86341929321872), (1.4433566023968414, 1.2871247684147205, 55.186246418338115), (1.3051654939729553, 1.1971342753771952, 57.89875835721108), (1.1933225405395111, 1.1358650580062792, 60.3629417382999), (1.1012909125371, 1.0469974178297814, 63.91595033428844), (1.0231433449337948, 0.9378428473855158, 68.61509073543456), (0.944971325283649, 0.89397423653343, 69.207258834766), (0.8859057894019768, 0.840159101256213, 71.61413562559694), (0.8126678547722581, 0.7664444490285179, 73.71537726838586), (0.7629926970906017, 0.7369770106294663, 75.396370582617), (0.69183854521378, 0.6702075097030304, 78.24259789875836), (0.6390123840113454, 0.6392959904761801, 78.6246418338109), (0.5787807544777208, 0.6083215557287849, 80.63037249283667), (0.5465103177126563, 0.5944319934990709, 80.95510983763133), (0.5317539663334335, 0.5515415889258143, 82.3686723973257), (0.48790738743942075, 0.5524231006160962, 82.71251193887296), (0.44513673841221435, 0.5652842148384142, 82.57879656160458), (0.3470294964085822, 0.44319255489503756, 87.14422158548233), (0.2767155420064601, 0.42248429700433354, 88.32855778414518)]",0.45054630471486634,88.85070637647956,model_18,0.2767155420064601,0.42248429700433354,88.32855778414518
21,256,0.004,20,LeakyReLU(negative_slope=0.01),AdamW,"[(2.0557344271541456, 1.7439350192845153, 38.45272206303725), (1.6221210472905783, 1.3790263289594604, 52.645654250238785), (1.3880548007816766, 1.205544055248286, 58.87297039159504), (1.227700739869642, 1.0648735158878389, 63.28557784145177), (1.1062658587451846, 1.0502332274073516, 63.87774594078319), (1.0245749996986753, 0.9315356292606197, 67.58357211079274), (0.9360610100647274, 0.9073631518663626, 69.05444126074498), (0.8733704945237705, 0.8043903773926276, 72.5883476599809), (0.8156024336424563, 0.7364502968510334, 75.10983763132761), (0.7421142723745734, 0.7442840754018016, 75.79751671442216), (0.6903905317695535, 0.6959724185915367, 76.981852913085), (0.6168068967542089, 0.6386354253763455, 79.52244508118433), (0.5679298286581105, 0.5939511522067197, 81.08882521489971), (0.5408643634517717, 0.6541044225323849, 79.69436485195797), (0.4936423868827247, 0.5762504153743514, 82.02483285577841), (0.450163713705003, 0.5503817279108844, 83.76313276026744), (0.4242928661103138, 0.5267332134980072, 84.01146131805157), (0.37498557337959987, 0.5432669419044523, 84.50811843361986), (0.3555101767373443, 0.5310067728005257, 84.3170964660936), (0.2653448100207122, 0.45505072631034377, 87.71728748806112)]",0.47137852058059254,87.62886597938144,model_19,0.2653448100207122,0.45505072631034377,87.71728748806112
22,128,0.004,20,LeakyReLU(negative_slope=0.01),Adam,"[(2.082473299708243, 1.781233909296329, 36.809933142311365), (1.6800855895051527, 1.5227956985220412, 47.029608404966574), (1.4781452756494, 1.4343935211841106, 50.735434574976125), (1.3436403475354184, 1.259187736802707, 57.1919770773639), (1.284644366000229, 1.16076857419729, 60.84049665711557), (1.218451119757284, 1.138432896057537, 60.17191977077364), (1.1417560807484397, 1.2093087125530444, 59.44603629417383), (1.1123627089705994, 0.9969427127551213, 66.7621776504298), (1.0510709886433809, 0.937955455247174, 68.13753581661891), (0.9912172252354485, 0.9080993821195112, 69.45558739255014), (0.9375777893404681, 0.882914462938919, 69.74212034383955), (0.903093555555825, 0.8917687211701613, 70.8691499522445), (0.8796898774723402, 0.8020036632033223, 73.58166189111748), (0.828813553058109, 0.7805859282456246, 74.72779369627507), (0.8079184389764908, 0.7652744939470701, 75.66380133715377), (0.7747981086271684, 0.7769502767177571, 75.0334288443171), (0.7294444639913708, 0.6810150059724606, 77.93696275071633), (0.7103204261134461, 0.7155187374085843, 77.24928366762178), (0.6855845019339214, 0.692742915447257, 78.24259789875836), (0.5686382557230139, 0.6016313599424353, 81.70009551098376)]",0.5900382134763281,81.7487590683467,model_12,0.5686382557230139,0.6016313599424353,81.70009551098376
23,128,0.004,20,LeakyReLU(negative_slope=0.01),AdamW,"[(2.011433310690876, 1.7581004083327372, 37.02005730659026), (1.6024014236624537, 1.5574361118227387, 48.328557784145175), (1.3747956936160994, 1.2409247035169555, 57.89875835721108), (1.224892450920719, 1.0997714203203306, 62.54059216809933), (1.1180756336800235, 1.0492483052506032, 64.56542502387774), (1.0499068417815849, 1.00747530250859, 64.603629417383), (0.9878893767892908, 0.9393945748849266, 68.13753581661891), (0.9285796115245533, 0.9391838108457148, 68.61509073543456), (0.8846407704463922, 0.8300973621913105, 72.34001910219675), (0.83712675510292, 0.8729944363592234, 70.98376313276027), (0.7787193883359839, 0.7564668508063301, 74.42215854823304), (0.7529704184649261, 0.7674437767796667, 74.68958930276982), (0.6820528883628273, 0.6905823470983715, 77.30659025787966), (0.6835776895325311, 0.715520773291474, 76.86723973256925), (0.6436282472623485, 0.6412458193564028, 79.71346704871061), (0.601727268648668, 0.6536829927247712, 79.1404011461318), (0.5749126503900162, 0.5961932638199304, 81.39446036294173), (0.5319442312795502, 0.6797512119342399, 79.31232091690545), (0.5486377496576245, 0.561810105942268, 82.46418338108883), (0.5118842454756753, 0.5684110451678264, 83.47659980897804)]",0.6260492687190748,80.03054600992745,model_13,0.5118842454756753,0.5684110451678264,83.47659980897804
